buyer_name,implementation_location_other,No,DEPT/ENTITY,,supplier_numbers_other,supplier_name,company_registration_number,ITEM CATEGORY,items_description,items_quantity,cost_per_unit_zar,order_amount_zar,TOTAL VAL RECALC,order_number,invoice_number,SYS INVOICE AMOUNT,SYS INVOICE DATE,invoice_date,SYS INVOICE RECEIPT DATE,invoice_reciept_date,SYS PAYMENT DATE,payment_number,SYS DISPURSE NO,SYS PAYMENT AMOUNT,paymen_period,PAY VAR,STATUS,COMMITMENT OUTSTANDING,ORDERS CLOSED
Limpopo Department of Economic Development,Limpopo,424,ECONOMIC DEVELOPMENT,Economic Development,MAAA0023542,LKA ENTERPRISE,2015/107345/07,Cleaning,Handy Andy,"1,500",77.13,115695.00,"R115,695.00",,,,,,,,,,,,,"R115,695.00",CLOSED,R0.00,"R115,695.00"
Limpopo Department of Economic Development,Limpopo,425,ECONOMIC DEVELOPMENT,Economic Development,MAAA0023542,LKA ENTERPRISE,2015/107345/07,Cleaning,Disinfected Think Bleach,"2,000",60.05,120100.00,"R120,100.00",,,,,,,,,,,,,"R120,100.00",CLOSED,R0.00,"R120,100.00"
Limpopo Department of Economic Development,Limpopo,426,ECONOMIC DEVELOPMENT,Economic Development,MAAA0894415,Matsato Enterprise,2020/093577/07,Sanitiser,Supply and installation of mist booth sanitizing stations,3,49833.33,149500.00,"R149,499.99",OR-012452,# 15/2020,"R149,500.00",5/30/2020,2020-05-30,06/08/2020,2020-06-08,6/24/2020,2446177,1133612,"R149,500.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Economic Development,Limpopo,427,ECONOMIC DEVELOPMENT,Economic Development,MAAA0433215,Mosa Multi-purpose Community Co- operatives,2011/004097/24,Cleaning,Covid 19 portrait plastic stickers,200,55.00,11000.00,"R11,000.00",OR-012433,E DET0247520,"R102,800.00",06/01/2020,2020-01-06,06/09/2020,2020-06-09,06/09/2020,2445999,1133429,"R102,800.00",2020/06,"-R91,800.00",CLOSED,R0.00,"-R91,800.00"
Limpopo Department of Economic Development,Limpopo,428,ECONOMIC DEVELOPMENT,Economic Development,MAAA0433215,Mosa Multi-purpose Community Co- operatives,2011/004097/24,Cleaning,Covid 19 floor sticker,200,59.00,11800.00,"R11,800.00",,,,,,,,,,,,,"R11,800.00",CLOSED,R0.00,"R11,800.00"
Limpopo Department of Economic Development,Limpopo,429,ECONOMIC DEVELOPMENT,Economic Development,MAAA0433215,Mosa Multi-purpose Community Co- operatives,2011/004097/24,Admin & Marketing,Aluminium poster frames,200,400.00,80000.00,"R80,000.00",,,,,,,,,,,,,"R80,000.00",CLOSED,R0.00,"R80,000.00"
Limpopo Department of Economic Development,Limpopo,430,ECONOMIC DEVELOPMENT,Economic Development,MAAA0127787,Muthumuni Corporate Gifts,2004/071734/23,Masks - Face Cloth,Three layered cloth face mask,"3,000",20.00,60000.00,"R60,000.00",OR-012440,1 520,"R60,000.00",06/08/2020,2020-08-06,06/08/2020,2020-06-08,06/09/2020,2446001,1133428,"R60,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Economic Development,Limpopo,431,ECONOMIC DEVELOPMENT,Economic Development,MAAA0535058,Mutsudundi Business Enterprise,2016/508628/07,Building - Disinfecting,Spray and disinfecting offices at Sekhukhune district,"1,927",8.74,16850.00,"R16,850.00",OR-012432,M BE33,"R16,850.00",06/03/2020,2020-03-06,06/09/2020,2020-06-09,06/09/2020,2446000,1133425,"R16,850.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Economic Development,Limpopo,432,ECONOMIC DEVELOPMENT,Economic Development,MAAA0900554,Optimus Engineering solutions,2019/456942/07,Cleaning,Disposable Plastic Aprons,"1,000",2.97,2970.00,"R2,970.00",OR-012456,O PTINV0014,"R2,970.00",5/19/2020,2020-05-19,6/19/2020,2020-06-19,6/24/2020,2446222,1133613,"R2,970.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Economic Development,Limpopo,433,ECONOMIC DEVELOPMENT,Economic Development,MAAA0900554,Optimus Engineering solutions,2019/456942/07,Face Shields / Visors,"Face Shield Masks, ,",150,108.00,16200.00,"R16,200.00",OR-012456,O PTINV0014,"R16,200.00",5/19/2020,2020-05-19,6/19/2020,2020-06-19,6/24/2020,2446222,1133613,"R16,200.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Economic Development,Limpopo,434,ECONOMIC DEVELOPMENT,Economic Development,MAAA0900554,Optimus Engineering solutions,2019/456942/07,Sanitiser,Refill Spray Bottles.,500,57.50,28750.00,"R28,750.00",OR-012456,O PTINV0014,"R20,500.00",5/19/2020,2020-05-19,6/19/2020,2020-06-19,6/24/2020,2446222,1133613,"R31,750.00",2020/06,"-R3,000.00",CLOSED,R0.00,"-R3,000.00"
Limpopo Department of Economic Development,Limpopo,435,ECONOMIC DEVELOPMENT,Economic Development,MAAA0339305,Pestatermite,1996/020096/23,Building - Disinfecting,Spray and disinfecting offices at Head office,"1,199",22.00,26394.28,"R26,386.80",OR-012431,2 02442,"R26,394.28",06/02/2020,2020-02-06,06/08/2020,2020-06-08,06/09/2020,2446002,1133426,"R26,394.28",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Economic Development,Limpopo,436,ECONOMIC DEVELOPMENT,Economic Development,MAAA0626456,Phumuiti Pest Control Management,2018/235480/07,Building - Disinfecting,Spray and disinfecting offices at Vhembe district,"11,149",6.90,79301.00,"R76,930.17",OR-012435,Jan-41,"R79,301.00",5/21/2020,2020-05-21,06/08/2020,2020-06-08,06/09/2020,2445932,1133422,"R79,301.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Economic Development,Limpopo,437,ECONOMIC DEVELOPMENT,Economic Development,MAAA0638647,RAMIE MALEKA DESIGN & FLOWERS,2017/384125/07,Cleaning,Plastic pedal Bins,100,450.00,45000.00,"R45,000.00",OR-012421,4 3922,"R45,000.00",06/09/2020,2020-09-06,06/10/2020,2020-06-10,6/24/2020,2446221,1133611,"R45,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Economic Development,Limpopo,438,ECONOMIC DEVELOPMENT,Economic Development,MAAA0842484,Rathogwa Solutions (Pty)Ltd,2019/487132/07,Gloves,"Gloves, chemical protective",20,450.00,9000.00,"R9,000.00",OR-012368,,,,,,,,,,,,"R9,000.00",OPEN,"R9,000.00",R0.00
Limpopo Department of Economic Development,Limpopo,439,ECONOMIC DEVELOPMENT,Economic Development,MAAA0842484,Rathogwa Solutions (Pty)Ltd,2019/487132/07,Masks - Non Surgical,Industrial Masks,"2,000",32.00,64000.00,"R64,000.00",OR-012368,,,,,,,,,,,,"R64,000.00",OPEN,"R64,000.00",R0.00
Limpopo Department of Economic Development,Limpopo,440,ECONOMIC DEVELOPMENT,Economic Development,MAAA0562683,Tidy Cleaning and Hygiene,2017/190752/07,Building - Disinfecting,Spray and disinfecting offices at Mopani district,"5,442",6.22,33851.40,"R33,849.24",OR-012436,7,"R33,851.40",06/02/2020,2020-02-06,06/08/2020,2020-06-08,6/24/2020,2446219,1133609,"R33,851.40",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Gambling Board (LGB),Limpopo,441,LGB,LGB,MAAA0007368,Lehlomela Business Enterprise,2012/108640/07,Gloves,Supply and delivery of latex gloves,50,195.50,9775.00,"R9,775.00",all invoices not yet paid,,,invioce not paid,,,,NOT YET PAID,,,,,"R9,775.00",OPEN,"R9,775.00",R0.00
Limpopo Gambling Board (LGB),Limpopo,442,LGB,LGB,MAAA0007368,Lehlomela Business Enterprise,2012/108640/07,Sanitiser,Supply and delivery of 750ml hand sanitizers,100,169.05,16905.00,"R16,905.00",all invoices not yet paid,,,invioce not paid,,,,NOT YET PAID,,,,,"R16,905.00",OPEN,"R16,905.00",R0.00
Limpopo Gambling Board (LGB),Limpopo,443,LGB,LGB,MAAA0007368,Lehlomela Business Enterprise,2012/108640/07,Sanitiser,Supply and delivery of 250ml hand sanitizers,200,115.00,23000.00,"R23,000.00",all invoices not yet paid,,,invioce not paid,,,,NOT YET PAID,,,,,"R23,000.00",OPEN,"R23,000.00",R0.00
Limpopo Gambling Board (LGB),Limpopo,444,LGB,LGB,MAAA0007368,Lehlomela Business Enterprise,2012/108640/07,Masks - Surgical,Supply and delivery of surgical masks,100,1408.75,140875.00,"R140,875.00",all invoices not yet paid,,,invioce not paid,,,,NOT YET PAID,,,,,"R140,875.00",OPEN,"R140,875.00",R0.00
Limpopo Gambling Board (LGB),Limpopo,445,LGB,LGB,MAAA0001173,Sidze Pest Management and Projects,2015/004692/07,Building - Disinfecting,Fumigation of offices,"3,123",1.50,4689.00,"R4,684.50",all invoices not yet paid,,,invioce not paid,,,,NOT YET PAID,,,,,"R4,689.00",OPEN,"R4,689.00",R0.00
Limpopo Gambling Board (LGB),Limpopo,446,LGB,LGB,MAAA0001173,Sidze Pest Management and Projects,2015/004692/07,Building - Disinfecting,Sanitizing of offices,"3,123",2.50,7815.00,"R7,807.50",OR-002182,,,16-Apr-20,2020-04-16,,,30-Apr-20,,,,,"R7,815.00",OPEN,"R7,815.00",R0.00
Limpopo Gambling Board (LGB),Limpopo,447,LGB,LGB,MAAA0001173,Sidze Pest Management and Projects,2015/004692/07,Building - Disinfecting,Deep cleaning of offices,"3,123",5.50,17193.00,"R17,176.50",OR-002182,,,16-Apr-20,2020-04-16,,,30-Apr-20,,,,,"R17,193.00",OPEN,"R17,193.00",R0.00
Limpopo Treasury,Limpopo,448,TREASURY,Treasury,MAAA0383929,JN Medical,2012/202701/07,Digital Themormetres,Thermometors,11,1698.86,18687.50,"R18,687.46",OR-007232,2 07,"R18,687.50",05/04/2020,2020-04-05,05/11/2020,2020-05-11,05/11/2020,2414918,1110356,"R18,687.50",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Treasury,Limpopo,449,TREASURY,Treasury,MAAA0624872,Unahaly General Trading,2018/308149/07,Sanitiser,Sanitizer,50,74.00,3700.00,"R3,700.00",OR-007244,020\2020,"R3,700.00",6/29/2020,2020-06-29,07/08/2020,2020-07-08,07/09/2020,2415367,1110747,"R3,700.00",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Treasury,Limpopo,450,TREASURY,Treasury,MAAA0624872,Unahaly General Trading,2018/308149/07,Sanitiser,Sanitizer,500,89.00,44500.00,"R44,500.00",OR-007244,020\2020,"R44,500.00",6/29/2020,2020-06-29,07/08/2020,2020-07-08,07/09/2020,2415367,1110747,"R44,500.00",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Treasury,Limpopo,451,TREASURY,Treasury,MAAA0330154,Sanitech,2016/340888/07,Building - Disinfecting,Bulding Disinfecting Services,"11,265",9.95,112109.48,,OR-007234,I N V000061066,"R112,109.48",5/20/2020,2020-05-20,5/25/2020,2020-05-25,5/25/2020,2415034,1110461,"R112,109.48",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Treasury,Limpopo,452,TREASURY,Treasury,MAAA0909803,Liberer Consulting,2011/006586/23,Masks - Face Cloth,Cloth Masks 3 layer,20 000,22.40,22400.00,,OR-007235,1 22,"R22,400.00",5/22/2020,2020-05-22,5/25/2020,2020-05-25,5/25/2020,2415030,1110467,"R22,400.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Tourism Agency,Limpopo,453,LTA,LTA,MAAA0887937,302K EMPORIUM (Pty) Ltd,2015/117029/07,Face Shields / Visors,Visor/Face Shield,10,75.00,750.00,R750.00,PO8129,,,06/02/2020,2020-02-06,,,06/08/2020,,,,,R750.00,OPEN,R750.00,R0.00
Limpopo Tourism Agency,Limpopo,454,LTA,LTA,MAAA0887937,302K EMPORIUM (Pty) Ltd,2015/117029/07,Gloves,Gloves ? (Each box with 100 units),12,120.00,1440.00,"R1,440.00",PO8129,,,06/02/2020,2020-02-06,,,06/08/2020,,,,,"R1,440.00",OPEN,"R1,440.00",R0.00
Limpopo Tourism Agency,Limpopo,455,LTA,LTA,MAAA0887937,302K EMPORIUM (Pty) Ltd,2015/117029/07,Sanitiser,Sanitiser ? 30 units (1 Litre each),30,115.00,3450.00,"R3,450.00",PO8129,,,06/02/2020,2020-02-06,,,06/08/2020,,,,,"R3,450.00",OPEN,"R3,450.00",R0.00
Limpopo Tourism Agency,Limpopo,456,LTA,LTA,MAAA0887937,302K EMPORIUM (Pty) Ltd,2015/117029/07,Masks - Face Cloth,2 Layer Cloth Mask,240,22.00,5280.00,"R5,280.00",PO8129,,,06/02/2020,2020-02-06,,,06/08/2020,,,,,"R5,280.00",OPEN,"R5,280.00",R0.00
Limpopo Tourism Agency,Limpopo,457,LTA,LTA,MAAA0887937,302K EMPORIUM (Pty) Ltd,2015/117029/07,Digital Themormetres,Digital Thermometer,4,1500.00,6000.00,"R6,000.00",PO8129,,,06/02/2020,2020-02-06,,,06/08/2020,,,,,"R6,000.00",OPEN,"R6,000.00",R0.00
Roads Agency Limpopo (RAL),Limpopo,458,RAL,RAL,MAAA0047191,Creative Venture Joint Trading& Projects,2016/045304/07,Gloves,Paper carring Gloves,100,5.00,500.00,R500.00,PO4618,,,05/11/2020,2020-11-05,,,5/28/2020,,,,,R500.00,OPEN,R500.00,R0.00
Roads Agency Limpopo (RAL),Limpopo,459,RAL,RAL,MAAA0047191,Creative Venture Joint Trading& Projects,2016/045304/07,Masks - Face Cloth,Cloth 3ply Masks,220,25.00,5500.00,"R5,500.00",PO4618,,,05/11/2020,2020-11-05,,,5/28/2020,,,,,"R5,500.00",OPEN,"R5,500.00",R0.00
Roads Agency Limpopo (RAL),Limpopo,460,RAL,RAL,MAAA0047191,Creative Venture Joint Trading& Projects,2016/045304/07,Masks - Surgical,N95/FFP2 Masks,200,37.80,7560.00,"R7,560.00",PO4618,,,05/11/2020,2020-11-05,,,5/28/2020,,,,,"R7,560.00",OPEN,"R7,560.00",R0.00
Roads Agency Limpopo (RAL),Limpopo,461,RAL,RAL,MAAA0047191,Creative Venture Joint Trading& Projects,2016/045304/07,Face Shields / Visors,3-D Mask,100,108.00,10800.00,"R10,800.00",PO4618,,,05/11/2020,2020-11-05,,,5/28/2020,,,,,"R10,800.00",OPEN,"R10,800.00",R0.00
Roads Agency Limpopo (RAL),Limpopo,462,RAL,RAL,MAAA0047191,Creative Venture Joint Trading& Projects,2016/045304/07,Sanitiser,300 ml waterless 70% alcohol,200,183.60,11016.00,"R36,720.00",PO4618,,,05/11/2020,2020-11-05,,,5/28/2020,,,,,"R11,016.00",OPEN,"R11,016.00",R0.00
Roads Agency Limpopo (RAL),Limpopo,463,RAL,RAL,MAAA0047191,Creative Venture Joint Trading& Projects,2016/045304/07,Digital Themormetres,Temperature scanners,4,2800.00,11200.00,"R11,200.00",PO4618,,,05/11/2020,2020-11-05,,,5/28/2020,,,,,"R11,200.00",OPEN,"R11,200.00",R0.00
Roads Agency Limpopo (RAL),Limpopo,464,RAL,RAL,MAAA0047191,Creative Venture Joint Trading& Projects,2016/045304/07,Sanitiser,Sanitizers P/Liter,50,183.60,11200.00,"R9,180.00",PO4618,,,05/11/2020,2020-11-05,,,5/28/2020,,,,,"R11,200.00",OPEN,"R11,200.00",R0.00
Roads Agency Limpopo (RAL),Limpopo,465,RAL,RAL,MAAA0047191,Creative Venture Joint Trading& Projects,2016/045304/07,Building - Disinfecting,Airfilter for office,30,1950.00,58500.00,"R58,500.00",PO4618,,,05/11/2020,2020-11-05,,,5/28/2020,,,,,"R58,500.00",OPEN,"R58,500.00",R0.00
Roads Agency Limpopo (RAL),Limpopo,466,RAL,RAL,MAAA0450064,Pest EX Pest Control,2017/181478/07,Building - Disinfecting,Fumigations inside and outside office,"12,144",12.00,145728.00,"R145,728.00",PO4519,,,5/25/2020,2020-05-25,,,6/15/2020,,,,,"R145,728.00",OPEN,"R145,728.00",R0.00
Limpopo Premier,Limpopo,467,PREMIER,Premier,MAAA0470057,Black Fearher (PTY) Ltd,2017/172579/07,Building - Disinfecting,Disinfection of 6 buildings,14005.66,27.78,389133.01,"R389,133.0O1",-9891,PO-120,5/28/2965,5/15/2020,2020-05-15,5/25/2020,2020-05-25,5/25/2020,06/05/8516,08/06/4942,"R389,133.01",,R0.00,CLOSED,R0.00,R0.00
Limpopo Premier,Limpopo,468,PREMIER,Premier,MAAA0909512,Baroka Fashion Designs,2008/033152/23,Masks - Face Cloth,Supply of 1150 masks,1150,25.00,28750.00,"R28,750.0O0",-9895,01/01/1900,9/17/1978,5/13/2020,2020-05-13,5/18/2020,2020-05-18,5/18/2020,2/28/8516,08/07/4942,"R28,750.00",,R0.00,CLOSED,R0.00,R0.00
Limpopo Premier,Limpopo,469,PREMIER,Premier,MAAA0016569,Top Carpets,1996/047806/23,Sanitiser,Request to purchase 250 x 250ml Colourless bottles PET CLE and CAP Flip to 20 type lids,250,19.55,4887.50,"R4,887.5O0",-9899,INV00024,5/18/1913,5/15/2020,2020-05-15,5/25/2020,2020-05-25,5/25/2020,06/06/8516,08/01/4942,"R4,887.50",,R0.00,CLOSED,R0.00,R0.00
Limpopo Premier,Limpopo,470,PREMIER,Premier,MAAA0831949,Zandupe Invesment Group,2019/274269/07,Face Shields / Visors,Supply of face shields and,100,108.00,10800.00,"R10,800.00",,,,,,,,,,,,,"R10,800.00",OPEN,"R10,800.00",R0.00
Limpopo Premier,Limpopo,471,PREMIER,Premier,MAAA0038704,Valcross Trading (VTE),2016/36732/07,Digital Themormetres,Supply of medical accessories and equipments,8,1592.09,12737.00,"R12,736.72",,,,,,,,,,,,,"R12,736.78",OPEN,"R12,736.78",R0.00
